locus_tag,gene_name,start,end,strand,gene_product,COG,uniprot
SACI_RS02945,SACI_RS02945,494154,495371,-,NTP transferase domain-containing protein,M,A0A0U2NEZ3
SACI_RS02950,SACI_RS02950,495383,495976,-,30S ribosomal protein S3ae,J,A0A0U3HLJ7
SACI_RS02955,SACI_RS02955,496001,496708,-,RNA methyltransferase,J,A0A0U3GG23
SACI_RS02960,SACI_RS02960,496683,497285,-,methyltransferase,J,A0A0U3FF22
SACI_RS02965,SACI_RS02965,497237,497905,-,16S ribosomal RNA methyltransferase A,J,A0A0U3GSY3
SACI_RS02970,SACI_RS02970,497902,498528,-,DUF655 domain-containing protein,J,A0A0U2WSK0
SACI_RS02975,SACI_RS02975,498566,498910,-,DNA-directed RNA polymerase subunit F,K,A0A0U2Y0G8
SACI_RS02980,SACI_RS02980,498931,499242,-,50S ribosomal protein L21e,J,A0A0U3H2T8
SACI_RS11550,SACI_RS11550,499472,499701,-,integrase,S,
SACI_RS11555,SACI_RS11555,499991,500131,+,putative integrase,X,UPI0011BFB8BC
SACI_RS02995,SACI_RS02995,500217,501218,-,hypothetical protein,X,A0A0U3GNC8
SACI_RS03000,SACI_RS03000,501453,501749,+,hypothetical protein,X,A0A0U3FQX1
SACI_RS03005,SACI_RS03005,501780,502556,+,hypothetical protein,X,A0A0U2W422
SACI_RS03010,SACI_RS03010,502540,504141,+,hypothetical protein,X,A0A0U3FMQ9
SACI_RS03015,SACI_RS03015,504559,505209,+,recombinase family protein,L,A0A0U2X034
SACI_RS03020,SACI_RS03020,505247,505558,-,hypothetical protein,X,A0A0U3HE18
SACI_RS03025,SACI_RS03025,505871,506143,+,hypothetical protein,X,A0A0U3HA21
SACI_RS03030,SACI_RS03030,506140,507417,-,site-specific integrase,L,A0A0U3H9Y3
SACI_RS03040,SACI_RS03040,507676,509571,-,beta-CASP ribonuclease aCPSF1,S,A0A0U3GK46
SACI_RS03045,SACI_RS03045,509652,510707,+,NAD(P)-dependent glycerol-1-phosphate dehydrogenase,C,A0A0U2NEY6
SACI_RS03050,SACI_RS03050,510704,511477,-,peptidylprolyl isomerase,O,UPI0002B27E92
SACI_RS03055,SACI_RS03055,511503,511688,+,50S ribosomal protein L37e,J,A0A0U3GVI6
SACI_RS03060,speE,511688,512596,+,polyamine aminopropyltransferase,E,A0A0U3FMW9
SACI_RS03075,SACI_RS03075,513073,514320,+,adenosylhomocysteinase,H,A0A0U2VV86
SACI_RS03080,SACI_RS03080,514426,515073,+,mechanosensitive ion channel,M,A0A0U3GSW8
SACI_RS11560,SACI_RS11560,515597,515743,+,hypothetical protein,X,
SACI_RS03095,SACI_RS03095,515799,516257,-,exonuclease,L,A0A0U3GU08
SACI_RS03100,SACI_RS03100,516250,517209,-,DNA cytosine methyltransferase,L,A0A0U3HAX7
SACI_RS03105,SACI_RS03105,517187,517702,-,transcription factor TFIIE%2C subunit alpha,K,A0A0U3H267
SACI_RS03110,SACI_RS03110,517716,518114,-,tRNA methyltransferase,J,A0A0U3GNB5
SACI_RS03115,hflX,518264,519322,-,GTPase HflX,S,F2Z6G1
SACI_RS03120,SACI_RS03120,519319,519810,-,TIGR00270 family protein,K,A0A0U2N9G3
SACI_RS03125,SACI_RS03125,519882,521072,+,proteasome-activating nucleotidase,O,F2Z6H9
SACI_RS03130,SACI_RS03130,521069,521575,+,PUA domain-containing protein,O,A0A0U2Y887
SACI_RS03135,SACI_RS03135,521575,522297,+,proteasome assembly chaperone family protein,S,A0A0U3HA06
SACI_RS03140,tgtA,522241,523785,-,tRNA guanosine(15) transglycosylase TgtA,J,A0A0U3GK27
SACI_RS03145,SACI_RS03145,523739,524173,-,Lsm family RNA-binding protein,K,A0A0U3GL12
SACI_RS03150,SACI_RS03150,524244,524618,+,DNA-directed RNA polymerase subunit G,X,A0A0U2NEW2
SACI_RS03155,psmB,524615,525202,-,archaeal proteasome endopeptidase complex subunit beta,O,A0A0U3GVH3
SACI_RS03160,SACI_RS03160,525232,526518,-,histidine--tRNA ligase,J,UPI000055233E
SACI_RS03165,SACI_RS03165,526525,526800,-,hypothetical protein,L,A0A0U3FMW0
SACI_RS03170,SACI_RS03170,526865,527452,+,TFIIB-type zinc ribbon-containing protein,K,A0A0U3FEZ6
SACI_RS03175,SACI_RS03175,527522,529183,+,thermosome subunit,O,A0A0U3FNK6
SACI_RS03180,SACI_RS03180,529180,530820,-,ATP-binding protein,L,A0A0U3GSV6
SACI_RS03185,SACI_RS03185,530841,531239,-,hypothetical protein,X,A0A0U2Y0D6
SACI_RS03190,SACI_RS03190,531229,531483,-,MoaD/ThiS family protein,O,A0A0U3HAW4
SACI_RS03195,SACI_RS03195,531486,531734,-,30S ribosomal protein S17e,J,A0A0U3H285
SACI_RS03200,SACI_RS03200,531780,532937,-,fructose 1%2C6-bisphosphatase,G,A0A0U3FMM9
SACI_RS03205,SACI_RS03205,532970,534784,-,ribosome biogenesis/translation initiation ATPase RLI,E,A0A0U2W3Z5
SACI_RS03215,SACI_RS03215,535612,536928,-,MFS transporter,G,A0A0U3FWX6
SACI_RS11565,SACI_RS11565,537676,538980,-,tyrosine-type recombinase/integrase,L,
SACI_RS03230,SACI_RS03230,539319,540533,-,hypothetical protein,X,A0A0U3F799
SACI_RS03235,SACI_RS03235,540470,541363,-,hypothetical protein,X,A0A0U3GK13
SACI_RS03240,SACI_RS03240,541758,542003,+,hypothetical protein,X,A0A0U3H9V2
SACI_RS11570,SACI_RS11570,542365,542577,+,putative integrase,S,UPI000AE9D732
SACI_RS03250,SACI_RS03250,542684,542992,-,30S ribosomal protein S10,J,A0A0U3FVC0
SACI_RS03255,tuf,543018,544325,-,translation elongation factor EF-1 subunit alpha,J,A0A0U2NEV7
SACI_RS03260,SACI_RS03260,544383,544970,-,30S ribosomal protein S7,J,A0A0U3HLE7
SACI_RS03265,SACI_RS03265,545052,545543,+,bifunctional nuclease family protein,S,A0A0U2VV52
SACI_RS03270,SACI_RS03270,545617,546060,-,30S ribosomal protein S12,J,A0A0U2WWN8
SACI_RS03275,SACI_RS03275,546074,546505,-,NusA-like transcription termination signal-binding factor,K,A0A0U3FEX0
SACI_RS03280,SACI_RS03280,546506,546820,-,50S ribosomal protein L30e,J,A0A0U2WSF4
SACI_RS03285,rpoA2,546828,548009,-,DNA-directed RNA polymerase subunit A'',K,A0A0U2Y4P5
SACI_RS03290,rpoA1,548014,550656,-,DNA-directed RNA polymerase subunit A',K,A0A0U3GTX6
SACI_RS03295,SACI_RS03295,550649,554029,-,DNA-directed RNA polymerase subunit B,K,M1IPB9
SACI_RS03300,SACI_RS03300,554034,554288,-,DNA-directed RNA polymerase subunit H,K,A0A0U3GR61
SACI_RS03305,infB,554494,556302,+,translation initiation factor IF-2,J,A0A0U3H271
SACI_RS03310,ndk,556271,556708,-,nucleoside-diphosphate kinase,F,A0A0U3FML2
SACI_RS03315,SACI_RS03315,556705,556893,-,50S ribosomal protein L24e,J,A0A0U2N9E7
SACI_RS03320,SACI_RS03320,556957,557211,+,30S ribosomal protein S28e,J,A0A0U3FWV9
SACI_RS03325,upp,557216,557866,+,uracil phosphoribosyltransferase,F,A0A0U2WZZ2
SACI_RS03330,gatB,557908,559326,+,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,J,A0A0U3F785
SACI_RS03335,SACI_RS03335,559395,560132,+,phosphoribosyltransferase,F,A0A0U3H9Y4
SACI_RS03340,SACI_RS03340,560129,560707,+,MBL fold metallo-hydrolase,S,A0A0U3H9U0
SACI_RS03345,SACI_RS03345,560743,562497,-,radical SAM protein,S,A0A0U3FVA8
SACI_RS03350,SACI_RS03350,562567,563496,-,thiamine-monophosphate kinase,H,A0A0U3GVE5
SACI_RS03360,SACI_RS03360,563647,565005,-,adenylosuccinate lyase,F,UPI000055235F
SACI_RS03365,SACI_RS03365,565047,566048,+,formate--phosphoribosylaminoimidazolecarboxamide ligase,F,A0A0U3GFU8
SACI_RS03370,SACI_RS03370,566045,567094,+,formate--phosphoribosylaminoimidazolecarboxamide ligase family protein,F,A0A0U2VV35
SACI_RS03375,SACI_RS03375,567223,568236,+,adenylosuccinate synthetase,F,A0A0U3FEW1
SACI_RS03380,SACI_RS03380,568239,569642,+,NAD(P)/FAD-dependent oxidoreductase,S,A0A0U2WSD8
SACI_RS03385,SACI_RS03385,569680,570645,+,AsnC family transcriptional regulator,K,UPI0000552364
SACI_RS03390,SACI_RS03390,570623,571423,-,prephenate dehydratase,E,UPI0009B5AD9D
SACI_RS03395,SACI_RS03395,571467,572708,-,threonine ammonia-lyase,E,UPI0002B27D2C
SACI_RS03400,SACI_RS03400,572709,573227,-,HIT domain-containing protein,F,A0A0U3HAT6
SACI_RS03405,radA,573265,574230,-,DNA repair and recombination protein RadA,L,A0A0U3H2N4
SACI_RS03410,SACI_RS03410,574292,574789,-,hypothetical protein,J,A0A0U3HI60
SACI_RS03415,SACI_RS03415,574801,575817,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,J,A0A0U3GN68
SACI_RS03420,cyaB,575816,576373,+,class IV adenylate cyclase,F,A0A0U2N9D3
SACI_RS03425,SACI_RS03425,576339,577175,+,S-adenosyl-l-methionine hydroxide adenosyltransferase family protein,S,A0A0U3FWT8
SACI_RS03430,SACI_RS03430,577130,577645,+,nicotinamide-nucleotide adenylyltransferase,F,UPI000055236D
SACI_RS03435,SACI_RS03435,577659,578195,-,DUF99 family protein,L,A0A0U2WZX7
SACI_RS03440,SACI_RS03440,578164,579357,-,orc1/cdc6 family replication initiation protein,L,A0A0U2Y835
SACI_RS03450,SACI_RS03450,580124,581809,+,hypothetical protein,X,A0A0U3GJX8
SACI_RS11915,SACI_RS11915,582313,582486,-,hypothetical protein,X,UPI000A41AA37
SACI_RS03455,SACI_RS03455,582782,583939,+,MFS transporter,G,UPI000840C93D
SACI_RS03460,SACI_RS03460,584094,584273,+,hypothetical protein,X,A0A0U3FV95
SACI_RS03465,SACI_RS03465,584239,584574,+,hypothetical protein,X,A0A0U3GVD6
SACI_RS03470,SACI_RS03470,584714,585013,+,transcriptional regulator,J,A0A0U3GFS8
SACI_RS03475,SACI_RS03475,584988,585761,+,geranylgeranylglyceryl/heptaprenylglyceryl phosphate synthase,H,A0A0U3FMR6
SACI_RS03480,SACI_RS03480,585748,585927,+,preprotein translocase subunit Sec61beta,U,A0A0U3FEU7
SACI_RS03485,SACI_RS03485,586235,586732,-,DUF367 family protein,S,A0A0U2WSC5
SACI_RS03490,SACI_RS03490,586789,587040,+,Lrp/AsnC ligand binding domain-containing protein,K,A0A0U2Y0A0
SACI_RS03495,SACI_RS03495,587163,588344,+,DUF1743 domain-containing protein,J,A0A0U3H1Z9
SACI_RS03500,SACI_RS03500,588683,589342,-,hypothetical protein,X,A0A0U3H2M2
SACI_RS03505,SACI_RS03505,589347,590147,-,ABC transporter ATP-binding protein,E,A0A0U3FMI2
SACI_RS03510,SACI_RS03510,590261,590485,+,hypothetical protein,X,A0A0U2N9C5
SACI_RS11815,SACI_RS11815,590574,590774,-,hypothetical protein,X,UPI000B1C0705
SACI_RS03515,SACI_RS03515,590800,591231,+,hypothetical protein,X,A0A0U3FWS6
SACI_RS03520,SACI_RS03520,591228,592064,+,ABC transporter permease,V,A0A0U3FF83
SACI_RS03525,SACI_RS03525,592061,592852,+,ABC transporter ATP-binding protein,V,A0A0U2Y820
SACI_RS03530,SACI_RS03530,592836,593333,+,hypothetical protein,X,A0A0U3GJW7
SACI_RS03535,SACI_RS03535,593330,593644,+,hypothetical protein,K,A0A0U3H9Q6
SACI_RS11580,SACI_RS11580,594292,594510,+,integrase,S,
SACI_RS03545,SACI_RS03545,594570,594803,-,hypothetical protein,X,A0A0U3FV80
SACI_RS03550,SACI_RS03550,594856,595146,+,hypothetical protein,X,A0A0U3GVB9
SACI_RS03555,SACI_RS03555,595153,596007,+,NAD(P)/FAD-dependent oxidoreductase,X,A0A0U3HL99
SACI_RS03560,SACI_RS03560,595967,596758,-,hypothetical protein,G,A0A0U2VUZ8
SACI_RS03565,SACI_RS03565,596755,597045,-,hypothetical protein,X,A0A0U3FNE7
SACI_RS03570,hxlB,597129,597806,+,6-phospho-3-hexuloisomerase,M,UPI0002B26666
SACI_RS03575,SACI_RS03575,597891,599684,+,ATP-binding protein,L,A0A0U3GTT0
SACI_RS03580,SACI_RS03580,599664,600092,-,hypothetical protein,X,A0A0U3H1Y2
SACI_RS03585,SACI_RS03585,600153,601205,+,N-acetyl-gamma-glutamyl-phosphate reductase,E,A0A0U3H228
SACI_RS03590,SACI_RS03590,601207,601992,+,[LysW]-aminoadipate/[LysW]-glutamate kinase,E,A0A0U3GN43
SACI_RS03595,SACI_RS03595,601992,602414,+,Lrp/AsnC family transcriptional regulator,K,A0A0U2W3R8
SACI_RS03600,SACI_RS03600,602479,602649,+,sulfonate ABC transporter,E,A0A0U3HDS3
SACI_RS03605,lysX,602646,603503,+,lysine biosynthesis protein LysX,H,A0A0U2WZV0
SACI_RS03610,SACI_RS03610,603500,604663,+,aspartate aminotransferase family protein,E,A0A0U2Y804
SACI_RS03615,SACI_RS03615,604611,605651,+,N-acetyl-lysine deacetylase,E,A0A0U3F736
SACI_RS03620,uppS,605636,606424,+,di-trans%2Cpoly-cis-decaprenylcistransferase,H,A0A0U3H9P1
SACI_RS03625,SACI_RS03625,606457,606843,+,30S ribosomal protein S8e,J,A0A0U3FV68
SACI_RS03630,SACI_RS03630,606840,607118,+,hypothetical protein,J,A0A0U2NER7
SACI_RS03640,SACI_RS03640,607284,607526,-,hypothetical protein,X,A0A0U3HL87
SACI_RS03645,SACI_RS03645,607507,608436,-,NAD-dependent epimerase/dehydratase family protein,M,A0A0U3GFP8
SACI_RS03655,SACI_RS03655,608869,610491,-,thiamine pyrophosphate-binding protein,E,A0A0U2VUW7
SACI_RS03665,SACI_RS03665,610693,611253,+,nucleotidyltransferase,S,A0A0U3FNC6
SACI_RS03670,SACI_RS03670,611250,611420,-,50S ribosomal protein L40e,J,A0A0U3HCT7
SACI_RS03675,SACI_RS03675,611490,611996,+,transcription elongation factor NusA,J,A0A0U2WS94
SACI_RS03680,aspS,612003,613289,+,aspartate--tRNA(Asn) ligase,J,A0A0U2Y063
SACI_RS03685,truD,613286,614407,-,tRNA pseudouridine(13) synthase TruD,J,A0A0U3H1W4
SACI_RS03690,SACI_RS03690,614404,614766,-,peptidyl-tRNA hydrolase,J,A0A0U3GN27
SACI_RS11585,SACI_RS11585,614806,615018,+,DUF1610 domain-containing protein,J,UPI0000552399
SACI_RS03695,SACI_RS03695,615029,615304,+,elongation factor 1-beta,J,A0A0U3FYI1
SACI_RS03700,SACI_RS03700,615408,617717,+,CDC48 family AAA ATPase,O,UPI00064E4324
SACI_RS03705,SACI_RS03705,617722,617946,+,hypothetical protein,X,A0A0U2W3Q4
SACI_RS03710,SACI_RS03710,617953,619008,+,flap endonuclease-1,L,UPI0009B5BDA5
SACI_RS03715,SACI_RS03715,619060,619722,+,NAD-binding protein,H,A0A0U3FWP6
SACI_RS03720,SACI_RS03720,619712,620956,+,glutamyl-tRNA reductase,H,A0A0U2WZT7
SACI_RS03725,hemB,620910,621920,+,porphobilinogen synthase,H,A0A0U3FF42
SACI_RS03730,hemL,621917,623179,+,glutamate-1-semialdehyde 2%2C1-aminomutase,H,UPI00005523A0
SACI_RS03735,hemC,623176,624066,+,hydroxymethylbilane synthase,H,A0A0U3H9M5
SACI_RS03740,SACI_RS03740,624041,624703,+,uroporphyrinogen-III synthase,H,A0A0U3GKS6
SACI_RS03745,SACI_RS03745,624696,624962,+,hypothetical protein,X,A0A0U3H2V5
SACI_RS03750,SACI_RS03750,624965,626617,+,alkaline phosphatase family protein,S,A0A0U3HL68
SACI_RS03755,SACI_RS03755,626583,627977,+,FAD-dependent oxidoreductase,S,
SACI_RS03760,SACI_RS03760,627974,629082,+,FAD-binding oxidoreductase,E,
SACI_RS03765,SACI_RS03765,629075,630055,-,hypothetical protein,J,A0A0U3FNA2
SACI_RS03770,SACI_RS03770,630109,631905,-,ATP-dependent DNA ligase,L,A0A0U2WS79
SACI_RS03775,SACI_RS03775,632052,632570,+,dCTP deaminase,F,A0A0U2Y048
SACI_RS03780,SACI_RS03780,632560,633267,-,hypothetical protein,S,A0A0U3H2H7
SACI_RS03785,SACI_RS03785,633321,634028,-,thioredoxin family protein,O,A0A0U3H7C9
SACI_RS03790,SACI_RS03790,634077,634760,-,TIGR00296 family protein,S,A0A0U3GN12
SACI_RS03795,SACI_RS03795,634729,635196,-,Mut7-C RNAse domain-containing protein,S,A0A0U2W3N3
SACI_RS03800,SACI_RS03800,635196,635447,-,hypothetical protein,X,A0A0U3FWP1
SACI_RS03805,SACI_RS03805,635498,637264,+,NFACT family protein,K,A0A0U3GZK3
SACI_RS03810,SACI_RS03810,637298,638158,+,hypothetical protein,T,A0A0U3HDN7
SACI_RS03815,SACI_RS03815,638161,639978,+,DUF460 domain-containing protein,S,A0A0U3FF23
SACI_RS03820,SACI_RS03820,639970,641181,-,methionine adenosyltransferase,H,A0A0U3H9R1
SACI_RS03825,SACI_RS03825,641214,641477,-,ribonucleoprotein,K,A0A0U3FHU0
SACI_RS03830,SACI_RS03830,641612,641908,+,ArsR family transcriptional regulator,K,A0A0U3GJR4
SACI_RS03835,SACI_RS03835,641879,643468,-,CTP synthase,F,A0A0U3FV41
SACI_RS03840,SACI_RS03840,643539,644225,+,orotidine 5'-phosphate decarboxylase,G,UPI00005523B4
SACI_RS03845,SACI_RS03845,644254,644706,+,hypothetical protein,X,A0A0U3FTB0
SACI_RS03850,SACI_RS03850,644764,645186,-,DUF2153 domain-containing protein,S,UPI0002B284F5
SACI_RS03855,SACI_RS03855,645240,645635,-,hypothetical protein,S,A0A0U2NEN9
SACI_RS03860,glmM,645632,646996,-,phosphoglucosamine mutase,G,A0A0U3HL63
SACI_RS03865,SACI_RS03865,647232,648290,-,glycosyltransferase family 4 protein,M,A0A0U3FMJ3
SACI_RS11590,SACI_RS11590,648575,648803,+,hypothetical protein,X,
SACI_RS03875,SACI_RS03875,648880,649443,-,class I SAM-dependent methyltransferase,Q,A0A0U3FEN3
SACI_RS03880,SACI_RS03880,649445,650179,-,RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5,J,UPI0009B5C125
SACI_RS03885,SACI_RS03885,650217,650471,-,H/ACA RNA-protein complex component Cbf5p,J,A0A0U3GTN2
SACI_RS03890,SACI_RS03890,650473,650763,-,50S ribosomal protein L14e,J,A0A0U3HAL5
SACI_RS03895,SACI_RS03895,650808,653543,-,DEAD/DEAH box helicase,L,A0A0U2Y035
SACI_RS03900,SACI_RS03900,653584,655284,+,DUF87 domain-containing protein,L,A0A0U3GMZ6
SACI_RS03905,SACI_RS03905,655287,655604,+,hypothetical protein,X,A0A0U3H1Y5
SACI_RS03910,SACI_RS03910,655601,656353,+,DNA polymerase sliding clamp,L,A0A0U3FM53
SACI_RS03915,SACI_RS03915,656317,657420,-,amidohydrolase family protein,F,A0A0U2N979
SACI_RS03920,SACI_RS03920,657402,658061,-,GTP cyclohydrolase IIa,S,A0A0U2Y7W8
SACI_RS03925,SACI_RS03925,658058,658534,-,6%2C7-dimethyl-8-ribityllumazine synthase,H,UPI00005523C3
SACI_RS03930,SACI_RS03930,658506,658976,-,riboflavin synthase,H,A0A0U3FF10
SACI_RS03935,SACI_RS03935,658973,659635,-,3%2C4-dihydroxy-2-butanone-4-phosphate synthase,H,A0A0U3F6Y4
SACI_RS03940,SACI_RS03940,659676,660239,-,hypothetical protein,X,A0A0U3FV31
SACI_RS03945,SACI_RS03945,660301,661065,+,DUF2208 domain-containing protein,S,A0A0U3GKN1
SACI_RS03950,SACI_RS03950,661036,662340,-,cobyrinate a%2Cc-diamide synthase,H,A0A0U3H2S4
SACI_RS03955,pcn,662339,663121,+,proliferating cell nuclear antigen (pcna),L,A0A0U3FMI4
SACI_RS03960,SACI_RS03960,663121,664095,+,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,E,M1I3G4
SACI_RS03965,SACI_RS03965,664088,665107,+,methionine synthase,E,A0A0U3GSJ8
SACI_RS03970,SACI_RS03970,665113,665574,+,30S ribosomal protein S15,J,A0A0U3GTL8
SACI_RS03975,SACI_RS03975,665548,665919,-,sirohydrochlorin cobaltochelatase,H,A0A0U3HAJ5
SACI_RS03980,SACI_RS03980,665983,666624,+,30S ribosomal protein S6e,J,A0A0U3FN67
SACI_RS03985,SACI_RS03985,666633,667883,+,translation initiation factor IF-2 subunit gamma,J,A0A0U3H6I5
SACI_RS03990,SACI_RS03990,667865,668281,+,PIN domain-containing protein,S,A0A0U2WS52
SACI_RS03995,SACI_RS03995,668286,668837,+,DNA-directed RNA polymerase,K,A0A0U3FWL7
SACI_RS04000,SACI_RS04000,668837,669043,+,DNA-binding protein,K,A0A0U2WZP5
SACI_RS04005,SACI_RS04005,669058,669552,+,DUF359 domain-containing protein,S,A0A0U2Y7V1
SACI_RS04010,SACI_RS04010,669605,670846,-,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,G,A0A0U3FM39
SACI_RS04015,SACI_RS04015,670843,673086,-,CDC48 family AAA ATPase,O,UPI00005523D5
SACI_RS04020,rgy,673149,676887,+,reverse gyrase,X,
SACI_RS04025,SACI_RS04025,676892,677785,+,carbon-nitrogen hydrolase family protein,S,A0A0U3H9H7
SACI_RS04030,SACI_RS04030,677802,678131,-,30S ribosomal protein S25e,J,A0A0U3HDL1
SACI_RS04035,SACI_RS04035,678181,678936,+,TrmB family transcriptional regulator,K,A0A0U3FEZ7
SACI_RS04040,SACI_RS04040,678974,679126,+,type II toxin-antitoxin system ParD family antitoxin,K,A0A0U3F6W8
SACI_RS04045,SACI_RS04045,679204,679971,+,tRNA (adenine-N1)-methyltransferase,J,A0A0U3FMH0
SACI_RS04050,SACI_RS04050,679989,680318,+,hypothetical protein,X,A0A0U3GKL4
SACI_RS04055,SACI_RS04055,680315,681274,+,V-type ATPase subunit,C,A0A0U3GSI2
SACI_RS04060,SACI_RS04060,681257,681586,-,hypothetical protein,X,A0A0U3GV41
SACI_RS04065,SACI_RS04065,681646,682626,+,aldo/keto reductase,C,A0A0U3FRY6
SACI_RS04070,SACI_RS04070,682610,683185,-,XTP/dITP diphosphatase,F,A0A0U3HAI3
SACI_RS04075,SACI_RS04075,683139,683798,-,Kae1-associated kinase Bud32,T,A0A0U2VUP4
SACI_RS04080,SACI_RS04080,683789,684787,-,N(6)-L-threonylcarbamoyladenine synthase Kae1,J,A0A0U3FN59
SACI_RS11595,SACI_RS11595,684784,684978,-,30S ribosomal protein S27ae,J,M1I3J1
SACI_RS04085,SACI_RS04085,684959,685315,-,30S ribosomal protein S24e,J,A0A0U2WS36
SACI_RS04090,SACI_RS04090,685342,686139,-,thiazole biosynthesis protein,H,A0A0U2XZZ7
SACI_RS11600,SACI_RS11600,686222,686431,+,TRASH domain-containing protein,X,UPI00005523E6
SACI_RS04095,SACI_RS04095,686362,687024,+,UbiX family flavin prenyltransferase,H,A0A0U2WZN2
SACI_RS04100,SACI_RS04100,686987,687382,-,hypothetical protein,X,A0A0U2Y7T4
SACI_RS04105,endA,687428,687973,-,tRNA-intron lyase,J,A0A0U3FM22
SACI_RS04110,SACI_RS04110,687983,688615,-,DUF47 family protein,K,A0A0U2N959
SACI_RS04115,SACI_RS04115,688640,689038,-,hypothetical protein,X,A0A0U3HDJ6
SACI_RS04120,SACI_RS04120,689035,689403,-,hypothetical protein,L,A0A0U3FEY0
SACI_RS04125,glyS,689396,691120,-,glycine--tRNA ligase,J,A0A0U3F6V1
SACI_RS04130,speB,691161,692051,+,agmatinase,E,A0A0U3GJM3
SACI_RS11605,SACI_RS11605,692029,692175,-,DNA-directed RNA polymerase subunit P,K,A0A0U3GKK2
SACI_RS04135,yciH,692263,692562,+,stress response translation initiation inhibitor YciH,J,A0A0U3GSG6
SACI_RS04140,SACI_RS04140,692672,693595,-,transcription initiation factor IIB,K,A0A0U3GTI4
SACI_RS04145,SACI_RS04145,693704,693973,+,DUF131 domain-containing protein,S,A0A0U3GFH0
SACI_RS11820,SACI_RS11820,694196,694357,-,integrase,S,
SACI_RS04155,SACI_RS04155,694942,696009,-,glycosyltransferase,M,A0A0U3H2B3
SACI_RS04160,SACI_RS04160,696029,696892,+,glycosyltransferase,M,A0A0U3FN47
SACI_RS04165,SACI_RS04165,697526,698449,-,M48 family metalloprotease,O,A0A0U2WS16
SACI_RS04170,cadA,698592,700817,-,cadmium-translocating P-type ATPase,P,A0A0U2XZX9
SACI_RS11610,SACI_RS11610,700810,700977,-,YHS domain-containing protein,S,M1ITZ6
SACI_RS04175,SACI_RS04175,701108,701617,+,TRASH domain-containing protein,K,M1J1D5
SACI_RS04180,SACI_RS04180,701644,701922,+,hypothetical protein,X,A0A0U2Y7S2
SACI_RS04185,SACI_RS04185,701985,703760,+,AAA family ATPase,O,F2Z698
SACI_RS04190,SACI_RS04190,703792,704349,+,hypothetical protein,X,A0A0U2N947
SACI_RS04195,SACI_RS04195,704349,705005,+,hypothetical protein,X,A0A0U3FUY5
SACI_RS04200,SACI_RS04200,704955,706073,-,ATP-binding cassette domain-containing protein,P,A0A0U3FEV3
SACI_RS04205,SACI_RS04205,706323,707582,-,hypothetical protein,X,A0A0U3F6T9
SACI_RS04210,SACI_RS04210,708228,708533,+,hypothetical protein,K,A0A0U3FMD4
SACI_RS04215,SACI_RS04215,708849,710294,+,ammonium transporter,P,UPI0002B27354
SACI_RS04220,SACI_RS04220,710350,711231,-,metallophosphoesterase,T,A0A0U3GSF1
SACI_RS04225,SACI_RS04225,711318,712505,+,mandelate racemase/muconate lactonizing enzyme family protein,M,A0A0U3GTH2
SACI_RS04230,SACI_RS04230,712521,714002,-,MFS transporter,G,A0A0U3HAF2
SACI_RS04235,SACI_RS04235,714103,714489,-,universal stress protein,T,A0A0U3H2A0
SACI_RS04240,SACI_RS04240,714792,716015,+,amidohydrolase,F,A0A0U3GMT7
SACI_RS04255,SACI_RS04255,716583,716852,-,UPF0147 family protein,S,A0A0U3FN36
SACI_RS04260,SACI_RS04260,716910,717269,+,hypothetical protein,S,A0A0U2WS00
SACI_RS04265,tmk,717238,717822,-,dTMP kinase,F,A0A0U2NCC3
SACI_RS04270,SACI_RS04270,717813,718904,-,hypothetical protein,A,A0A0U2Y7Q7
SACI_RS04275,SACI_RS04275,718901,719437,-,hypothetical protein,X,A0A0U2XZW4
SACI_RS04280,SACI_RS04280,719478,719996,+,AAA family ATPase,L,A0A0U3H9A7
SACI_RS04285,SACI_RS04285,719987,720484,+,CDP-2%2C3-bis-(O-geranylgeranyl)-sn-glycerol synthase,I,A0A0U3FUX4
SACI_RS04290,SACI_RS04290,720478,720846,+,hypothetical protein,X,A0A0U2NEG1
SACI_RS04295,SACI_RS04295,720852,721073,+,hypothetical protein,X,A0A0U2N939
SACI_RS04300,SACI_RS04300,721095,723161,-,minichromosome maintenance protein MCM,L,A0A0U3G009
SACI_RS04305,SACI_RS04305,723139,723690,-,hypothetical protein,S,A0A0U3HDF4
SACI_RS04310,SACI_RS04310,723739,724248,+,THUMP domain-containing protein,S,A0A0U3FET8
SACI_RS04315,SACI_RS04315,724273,725529,+,ORC1-type DNA replication protein,L,A0A0U3F6S3
SACI_RS04320,SACI_RS04320,725556,725768,+,hypothetical protein,K,UPI0011BF4E33
SACI_RS04325,moaC,725765,726211,+,cyclic pyranopterin monophosphate synthase MoaC,H,A0A0U3GKI0
SACI_RS04330,SACI_RS04330,726195,727508,-,replication factor C large subunit,L,A0A0U3H2L1
SACI_RS04335,SACI_RS04335,727509,728486,-,replication factor C small subunit,L,A0A0U3GMP5
