locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SACI_RS02830,SACI_RS02830,Saci_0596,474271,475071,-,50S ribosomal protein L4,"Translation, ribosomal structure and biogenesis",A0A0U3HE46,Op325
SACI_RS02835,rpl3p,Saci_0597,475075,476103,-,50S ribosomal protein L3,"Translation, ribosomal structure and biogenesis",A0A0U3FFJ3,Op325
SACI_RS02840,SACI_RS02840,Saci_0598,476159,476911,-,hypothetical protein,Function unknown,A0A0U3F7G5,Op326
SACI_RS02845,SACI_RS02845,Saci_0599,476895,480047,-,isoleucine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U3GK72,Op326
SACI_RS02850,SACI_RS02850,Saci_0600,480116,481129,-,isocitrate/isopropylmalate dehydrogenase family protein,Energy production and conversion,A0A0U3GL50,Op327
SACI_RS02855,SACI_RS02855,Saci_0601,481139,481741,-,DUF447 family protein,Function unknown,A0A0U2NF06,Op327
SACI_RS02860,SACI_RS02860,Saci_0602,481827,482549,-,HAD family hydrolase,Function unknown,A0A0U3GVL8,Op328
SACI_RS02865,SACI_RS02865,Saci_0603,482557,484770,-,elongation factor EF-2,"Translation, ribosomal structure and biogenesis",A0A0U3FMZ4,Op328
SACI_RS02870,SACI_RS02870,Saci_0604,484969,485679,-,multidrug MFS transporter,"Replication, recombination and repair",A0A0U2VVC9,Op329
SACI_RS02875,SACI_RS02875,Saci_0605,485705,486082,-,prefoldin subunit beta,"Post-translational modification, protein turnover,and chaperones",A0A0U3GSZ8,Op329
SACI_RS02880,SACI_RS02880,Saci_0606,486079,486312,-,hypothetical protein,Function unknown,A0A0U2WSL2,Op329
SACI_RS02885,SACI_RS02885,Saci_0607,486290,486811,-,Brix domain-containing protein,"Translation, ribosomal structure and biogenesis",A0A0U3GZL6,Op330
SACI_RS02890,SACI_RS02890,Saci_0608,486819,487031,-,50S ribosomal protein L37ae,"Translation, ribosomal structure and biogenesis",A0A0U2Y0I6,Op330
SACI_RS02895,SACI_RS02895,Saci_0609,487042,487872,-,exosome complex protein Rrp42,"Translation, ribosomal structure and biogenesis",A0A0U3H2W0,Op330
SACI_RS02900,SACI_RS02900,Saci_0610,487876,488607,-,exosome complex exonuclease Rrp41,"Translation, ribosomal structure and biogenesis",A0A0U3GNE4,Op330
SACI_RS02905,SACI_RS02905,Saci_0611,488573,489322,-,RNA-binding protein,"Translation, ribosomal structure and biogenesis",A0A0U2W436,Op330
SACI_RS02910,SACI_RS02910,Saci_0612,489324,490025,-,ribosome assembly factor SBDS,"Translation, ribosomal structure and biogenesis",A0A0U3FX20,Op330
SACI_RS02915,psmA,Saci_0613,490043,490771,-,archaeal proteasome endopeptidase complex subunit alpha,"Post-translational modification, protein turnover,and chaperones",A0A0U3GK31,Op330
SACI_RS02920,SACI_RS02920,Saci_0614,490869,491291,-,ribonuclease P,"Translation, ribosomal structure and biogenesis",A0A0U3HE34,Op331
SACI_RS02925,SACI_RS02925,Saci_0615,491288,491839,-,RNase P p30-like protein,"Translation, ribosomal structure and biogenesis",A0A0U2Y8B9,Op331
SACI_RS02930,SACI_RS02930,Saci_0616,491814,492248,-,hypothetical protein,"Translation, ribosomal structure and biogenesis",A0A0U3HA35,Op332
SACI_RS02935,SACI_RS02935,Saci_0617,492245,492898,-,50S ribosomal protein L15e,"Translation, ribosomal structure and biogenesis",A0A0U3GK55,Op332
SACI_RS02940,SACI_RS02940,Saci_0618,492962,494164,+,redox-regulated ATPase YchF,"Translation, ribosomal structure and biogenesis",A0A0U3GL34,Op333
SACI_RS02945,SACI_RS02945,Saci_0619,494154,495371,-,NTP transferase domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A0U2NEZ3,Op334
SACI_RS02950,SACI_RS02950,Saci_0620,495383,495976,-,30S ribosomal protein S3ae,"Translation, ribosomal structure and biogenesis",A0A0U3HLJ7,Op334
SACI_RS02955,SACI_RS02955,Saci_0621,496001,496708,-,RNA methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0U3GG23,Op334
SACI_RS02960,SACI_RS02960,Saci_0622,496683,497285,-,methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0U3FF22,Op335
SACI_RS02965,SACI_RS02965,Saci_0623,497237,497905,-,16S ribosomal RNA methyltransferase A,"Translation, ribosomal structure and biogenesis",A0A0U3GSY3,Op335
SACI_RS02970,SACI_RS02970,Saci_0624,497902,498528,-,DUF655 domain-containing protein,"Translation, ribosomal structure and biogenesis",A0A0U2WSK0,Op335
SACI_RS02975,SACI_RS02975,Saci_0625,498566,498910,-,DNA-directed RNA polymerase subunit F,Transcription,A0A0U2Y0G8,Op335
SACI_RS02980,SACI_RS02980,Saci_0626,498931,499242,-,50S ribosomal protein L21e,"Translation, ribosomal structure and biogenesis",A0A0U3H2T8,Op335
SACI_RS11550,SACI_RS11550,,499472,499701,-,integrase,Function unknown,,Op336
SACI_RS11555,SACI_RS11555,,499991,500131,+,putative integrase,No COG annotation,UPI0011BFB8BC,Op337
SACI_RS02995,SACI_RS02995,Saci_0630,500217,501218,-,hypothetical protein,No COG annotation,A0A0U3GNC8,Op338
SACI_RS03000,SACI_RS03000,Saci_0631,501453,501749,+,hypothetical protein,No COG annotation,A0A0U3FQX1,Op339
SACI_RS03005,SACI_RS03005,Saci_0632,501780,502556,+,hypothetical protein,No COG annotation,A0A0U2W422,Op339
SACI_RS03010,SACI_RS03010,Saci_0633,502540,504141,+,hypothetical protein,No COG annotation,A0A0U3FMQ9,Op339
SACI_RS03015,SACI_RS03015,Saci_0634,504559,505209,+,recombinase family protein,"Replication, recombination and repair",A0A0U2X034,Op340
SACI_RS03020,SACI_RS03020,Saci_0635,505247,505558,-,hypothetical protein,No COG annotation,A0A0U3HE18,Op341
SACI_RS03025,SACI_RS03025,Saci_0636,505871,506143,+,hypothetical protein,No COG annotation,A0A0U3HA21,Op342
SACI_RS03030,SACI_RS03030,Saci_0637,506140,507417,-,site-specific integrase,"Replication, recombination and repair",A0A0U3H9Y3,Op343
SACI_RS03040,SACI_RS03040,Saci_0639,507676,509571,-,beta-CASP ribonuclease aCPSF1,Function unknown,A0A0U3GK46,Op344
SACI_RS03045,SACI_RS03045,Saci_0640,509652,510707,+,NAD(P)-dependent glycerol-1-phosphate dehydrogenase,Energy production and conversion,A0A0U2NEY6,Op345
SACI_RS03050,SACI_RS03050,Saci_0641,510704,511477,-,peptidylprolyl isomerase,"Post-translational modification, protein turnover,and chaperones",UPI0002B27E92,Op346
SACI_RS03055,SACI_RS03055,Saci_0642,511503,511688,+,50S ribosomal protein L37e,"Translation, ribosomal structure and biogenesis",A0A0U3GVI6,Op347
SACI_RS03060,speE,Saci_0643,511688,512596,+,polyamine aminopropyltransferase,Amino acid transport and metabolism,A0A0U3FMW9,Op347
SACI_RS03075,SACI_RS03075,Saci_0646,513073,514320,+,adenosylhomocysteinase,Coenzyme transport and metabolism,A0A0U2VV86,Op348
SACI_RS03080,SACI_RS03080,Saci_0647,514426,515073,+,mechanosensitive ion channel,Cell wall/membrane/envelope biogenesis,A0A0U3GSW8,Op349
SACI_RS11560,SACI_RS11560,,515597,515743,+,hypothetical protein,No COG annotation,,Op350
SACI_RS03095,SACI_RS03095,Saci_0650,515799,516257,-,exonuclease,"Replication, recombination and repair",A0A0U3GU08,Op351
SACI_RS03100,SACI_RS03100,Saci_0651,516250,517209,-,DNA cytosine methyltransferase,"Replication, recombination and repair",A0A0U3HAX7,Op351
SACI_RS03105,SACI_RS03105,Saci_0652,517187,517702,-,transcription factor TFIIE%2C subunit alpha,Transcription,A0A0U3H267,Op352
SACI_RS03110,SACI_RS03110,Saci_0653,517716,518114,-,tRNA methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0U3GNB5,Op352
SACI_RS03115,hflX,Saci_0654,518264,519322,-,GTPase HflX,Function unknown,F2Z6G1,Op353
SACI_RS03120,SACI_RS03120,Saci_0655,519319,519810,-,TIGR00270 family protein,Transcription,A0A0U2N9G3,Op353
SACI_RS03125,SACI_RS03125,Saci_0656,519882,521072,+,proteasome-activating nucleotidase,"Post-translational modification, protein turnover,and chaperones",F2Z6H9,Op354
SACI_RS03130,SACI_RS03130,Saci_0657,521069,521575,+,PUA domain-containing protein,"Post-translational modification, protein turnover,and chaperones",A0A0U2Y887,Op354
SACI_RS03135,SACI_RS03135,Saci_0658,521575,522297,+,proteasome assembly chaperone family protein,Function unknown,A0A0U3HA06,Op354
SACI_RS03140,tgtA,Saci_0659,522241,523785,-,tRNA guanosine(15) transglycosylase TgtA,"Translation, ribosomal structure and biogenesis",A0A0U3GK27,Op355
SACI_RS03145,SACI_RS03145,Saci_0660,523739,524173,-,Lsm family RNA-binding protein,Transcription,A0A0U3GL12,Op355
SACI_RS03150,SACI_RS03150,Saci_0661,524244,524618,+,DNA-directed RNA polymerase subunit G,No COG annotation,A0A0U2NEW2,Op356
SACI_RS03155,psmB,Saci_0662,524615,525202,-,archaeal proteasome endopeptidase complex subunit beta,"Post-translational modification, protein turnover,and chaperones",A0A0U3GVH3,Op357
SACI_RS03160,SACI_RS03160,Saci_0663,525232,526518,-,histidine--tRNA ligase,"Translation, ribosomal structure and biogenesis",UPI000055233E,Op357
SACI_RS03165,SACI_RS03165,Saci_0664,526525,526800,-,hypothetical protein,"Replication, recombination and repair",A0A0U3FMW0,Op357
SACI_RS03170,SACI_RS03170,Saci_0665,526865,527452,+,TFIIB-type zinc ribbon-containing protein,Transcription,A0A0U3FEZ6,Op358
SACI_RS03175,SACI_RS03175,Saci_0666,527522,529183,+,thermosome subunit,"Post-translational modification, protein turnover,and chaperones",A0A0U3FNK6,Op359
SACI_RS03180,SACI_RS03180,Saci_0667,529180,530820,-,ATP-binding protein,"Replication, recombination and repair",A0A0U3GSV6,Op360
SACI_RS03185,SACI_RS03185,Saci_0668,530841,531239,-,hypothetical protein,No COG annotation,A0A0U2Y0D6,Op360
SACI_RS03190,SACI_RS03190,Saci_0669,531229,531483,-,MoaD/ThiS family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3HAW4,Op360
SACI_RS03195,SACI_RS03195,Saci_0670,531486,531734,-,30S ribosomal protein S17e,"Translation, ribosomal structure and biogenesis",A0A0U3H285,Op360
SACI_RS03200,SACI_RS03200,Saci_0671,531780,532937,-,fructose 1%2C6-bisphosphatase,Carbohydrate transport and metabolism,A0A0U3FMM9,Op361
SACI_RS03205,SACI_RS03205,Saci_0672,532970,534784,-,ribosome biogenesis/translation initiation ATPase RLI,Amino acid transport and metabolism,A0A0U2W3Z5,Op361
SACI_RS03215,SACI_RS03215,Saci_0675,535612,536928,-,MFS transporter,Carbohydrate transport and metabolism,A0A0U3FWX6,Op362
SACI_RS11565,SACI_RS11565,,537676,538980,-,tyrosine-type recombinase/integrase,"Replication, recombination and repair",,Op363
SACI_RS03230,SACI_RS03230,Saci_0679,539319,540533,-,hypothetical protein,No COG annotation,A0A0U3F799,Op364
SACI_RS03235,SACI_RS03235,Saci_0680,540470,541363,-,hypothetical protein,No COG annotation,A0A0U3GK13,Op364
SACI_RS03240,SACI_RS03240,Saci_0681,541758,542003,+,hypothetical protein,No COG annotation,A0A0U3H9V2,Op365
SACI_RS11570,SACI_RS11570,,542365,542577,+,putative integrase,Function unknown,UPI000AE9D732,Op366
SACI_RS03250,SACI_RS03250,Saci_0684,542684,542992,-,30S ribosomal protein S10,"Translation, ribosomal structure and biogenesis",A0A0U3FVC0,Op367
SACI_RS03255,tuf,Saci_0685,543018,544325,-,translation elongation factor EF-1 subunit alpha,"Translation, ribosomal structure and biogenesis",A0A0U2NEV7,Op367
SACI_RS03260,SACI_RS03260,Saci_0686,544383,544970,-,30S ribosomal protein S7,"Translation, ribosomal structure and biogenesis",A0A0U3HLE7,Op368
SACI_RS03265,SACI_RS03265,Saci_0687,545052,545543,+,bifunctional nuclease family protein,Function unknown,A0A0U2VV52,Op369
SACI_RS03270,SACI_RS03270,Saci_0688,545617,546060,-,30S ribosomal protein S12,"Translation, ribosomal structure and biogenesis",A0A0U2WWN8,Op370
SACI_RS03275,SACI_RS03275,Saci_0689,546074,546505,-,NusA-like transcription termination signal-binding factor,Transcription,A0A0U3FEX0,Op370
SACI_RS03280,SACI_RS03280,Saci_0690,546506,546820,-,50S ribosomal protein L30e,"Translation, ribosomal structure and biogenesis",A0A0U2WSF4,Op370
SACI_RS03285,rpoA2,Saci_0691,546828,548009,-,DNA-directed RNA polymerase subunit A'',Transcription,A0A0U2Y4P5,Op370
SACI_RS03290,rpoA1,Saci_0692,548014,550656,-,DNA-directed RNA polymerase subunit A',Transcription,A0A0U3GTX6,Op370
SACI_RS03295,SACI_RS03295,Saci_0693,550649,554029,-,DNA-directed RNA polymerase subunit B,Transcription,M1IPB9,Op370
SACI_RS03300,SACI_RS03300,Saci_0694,554034,554288,-,DNA-directed RNA polymerase subunit H,Transcription,A0A0U3GR61,Op370
SACI_RS03305,infB,Saci_0695,554494,556302,+,translation initiation factor IF-2,"Translation, ribosomal structure and biogenesis",A0A0U3H271,Op371
SACI_RS03310,ndk,Saci_0696,556271,556708,-,nucleoside-diphosphate kinase,Nucleotide transport and metabolism,A0A0U3FML2,Op372
SACI_RS03315,SACI_RS03315,Saci_0697,556705,556893,-,50S ribosomal protein L24e,"Translation, ribosomal structure and biogenesis",A0A0U2N9E7,Op372
SACI_RS03320,SACI_RS03320,Saci_0698,556957,557211,+,30S ribosomal protein S28e,"Translation, ribosomal structure and biogenesis",A0A0U3FWV9,Op373
SACI_RS03325,upp,Saci_0699,557216,557866,+,uracil phosphoribosyltransferase,Nucleotide transport and metabolism,A0A0U2WZZ2,Op373
SACI_RS03330,gatB,Saci_0700,557908,559326,+,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,"Translation, ribosomal structure and biogenesis",A0A0U3F785,Op374
SACI_RS03335,SACI_RS03335,Saci_0701,559395,560132,+,phosphoribosyltransferase,Nucleotide transport and metabolism,A0A0U3H9Y4,Op375
SACI_RS03340,SACI_RS03340,Saci_0702,560129,560707,+,MBL fold metallo-hydrolase,Function unknown,A0A0U3H9U0,Op375
SACI_RS03345,SACI_RS03345,Saci_0703,560743,562497,-,radical SAM protein,Function unknown,A0A0U3FVA8,Op376
SACI_RS03350,SACI_RS03350,Saci_0704,562567,563496,-,thiamine-monophosphate kinase,Coenzyme transport and metabolism,A0A0U3GVE5,Op377
SACI_RS03360,SACI_RS03360,Saci_0706,563647,565005,-,adenylosuccinate lyase,Nucleotide transport and metabolism,UPI000055235F,Op377
SACI_RS03365,SACI_RS03365,Saci_0707,565047,566048,+,formate--phosphoribosylaminoimidazolecarboxamide ligase,Nucleotide transport and metabolism,A0A0U3GFU8,Op378
SACI_RS03370,SACI_RS03370,Saci_0708,566045,567094,+,formate--phosphoribosylaminoimidazolecarboxamide ligase family protein,Nucleotide transport and metabolism,A0A0U2VV35,Op378
SACI_RS03375,SACI_RS03375,Saci_0709,567223,568236,+,adenylosuccinate synthetase,Nucleotide transport and metabolism,A0A0U3FEW1,Op379
SACI_RS03380,SACI_RS03380,Saci_0710,568239,569642,+,NAD(P)/FAD-dependent oxidoreductase,Function unknown,A0A0U2WSD8,Op379
SACI_RS03385,SACI_RS03385,Saci_0711,569680,570645,+,AsnC family transcriptional regulator,Transcription,UPI0000552364,Op379
SACI_RS03390,SACI_RS03390,Saci_0712,570623,571423,-,prephenate dehydratase,Amino acid transport and metabolism,UPI0009B5AD9D,Op380
SACI_RS03395,SACI_RS03395,Saci_0713,571467,572708,-,threonine ammonia-lyase,Amino acid transport and metabolism,UPI0002B27D2C,Op381
SACI_RS03400,SACI_RS03400,Saci_0714,572709,573227,-,HIT domain-containing protein,Nucleotide transport and metabolism,A0A0U3HAT6,Op381
SACI_RS03405,radA,Saci_0715,573265,574230,-,DNA repair and recombination protein RadA,"Replication, recombination and repair",A0A0U3H2N4,Op381
SACI_RS03410,SACI_RS03410,Saci_0716,574292,574789,-,hypothetical protein,"Translation, ribosomal structure and biogenesis",A0A0U3HI60,Op382
SACI_RS03415,SACI_RS03415,Saci_0717,574801,575817,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0U3GN68,Op382
SACI_RS03420,cyaB,Saci_0718,575816,576373,+,class IV adenylate cyclase,Nucleotide transport and metabolism,A0A0U2N9D3,Op383
SACI_RS03425,SACI_RS03425,Saci_0719,576339,577175,+,S-adenosyl-l-methionine hydroxide adenosyltransferase family protein,Function unknown,A0A0U3FWT8,Op383
SACI_RS03430,SACI_RS03430,Saci_0720,577130,577645,+,nicotinamide-nucleotide adenylyltransferase,Nucleotide transport and metabolism,UPI000055236D,Op383
SACI_RS03435,SACI_RS03435,Saci_0721,577659,578195,-,DUF99 family protein,"Replication, recombination and repair",A0A0U2WZX7,Op384
SACI_RS03440,SACI_RS03440,Saci_0722,578164,579357,-,orc1/cdc6 family replication initiation protein,"Replication, recombination and repair",A0A0U2Y835,Op384
SACI_RS03450,SACI_RS03450,Saci_0724,580124,581809,+,hypothetical protein,No COG annotation,A0A0U3GJX8,Op385
SACI_RS11915,SACI_RS11915,,582313,582486,-,hypothetical protein,No COG annotation,UPI000A41AA37,Op386
SACI_RS03455,SACI_RS03455,Saci_0725,582782,583939,+,MFS transporter,Carbohydrate transport and metabolism,UPI000840C93D,Op387
SACI_RS03460,SACI_RS03460,,584094,584273,+,hypothetical protein,No COG annotation,A0A0U3FV95,Op388
SACI_RS03465,SACI_RS03465,Saci_0726,584239,584574,+,hypothetical protein,No COG annotation,A0A0U3GVD6,Op388
SACI_RS03470,SACI_RS03470,Saci_0727,584714,585013,+,transcriptional regulator,"Translation, ribosomal structure and biogenesis",A0A0U3GFS8,Op389
SACI_RS03475,SACI_RS03475,Saci_0728,584988,585761,+,geranylgeranylglyceryl/heptaprenylglyceryl phosphate synthase,Coenzyme transport and metabolism,A0A0U3FMR6,Op390
SACI_RS03480,SACI_RS03480,Saci_0729,585748,585927,+,preprotein translocase subunit Sec61beta,"Intracellular trafficking, secretion, and vesicular transport",A0A0U3FEU7,Op390
SACI_RS03485,SACI_RS03485,Saci_0730,586235,586732,-,DUF367 family protein,Function unknown,A0A0U2WSC5,Op391
SACI_RS03490,SACI_RS03490,Saci_0731,586789,587040,+,Lrp/AsnC ligand binding domain-containing protein,Transcription,A0A0U2Y0A0,Op392
SACI_RS03495,SACI_RS03495,Saci_0732,587163,588344,+,DUF1743 domain-containing protein,"Translation, ribosomal structure and biogenesis",A0A0U3H1Z9,Op393
SACI_RS03500,SACI_RS03500,Saci_0733,588683,589342,-,hypothetical protein,No COG annotation,A0A0U3H2M2,Op394
SACI_RS03505,SACI_RS03505,Saci_0734,589347,590147,-,ABC transporter ATP-binding protein,Amino acid transport and metabolism,A0A0U3FMI2,Op394
SACI_RS03510,SACI_RS03510,,590261,590485,+,hypothetical protein,No COG annotation,A0A0U2N9C5,Op395
SACI_RS11815,SACI_RS11815,,590574,590774,-,hypothetical protein,No COG annotation,UPI000B1C0705,Op396
SACI_RS03515,SACI_RS03515,Saci_0735,590800,591231,+,hypothetical protein,No COG annotation,A0A0U3FWS6,Op397
SACI_RS03520,SACI_RS03520,Saci_0736,591228,592064,+,ABC transporter permease,Defense mechanisms,A0A0U3FF83,Op397
SACI_RS03525,SACI_RS03525,Saci_0737,592061,592852,+,ABC transporter ATP-binding protein,Defense mechanisms,A0A0U2Y820,Op397
SACI_RS03530,SACI_RS03530,Saci_0738,592836,593333,+,hypothetical protein,No COG annotation,A0A0U3GJW7,Op397
SACI_RS03535,SACI_RS03535,Saci_0739,593330,593644,+,hypothetical protein,Transcription,A0A0U3H9Q6,Op397
SACI_RS11580,SACI_RS11580,,594292,594510,+,integrase,Function unknown,,Op398
SACI_RS03545,SACI_RS03545,Saci_0742,594570,594803,-,hypothetical protein,No COG annotation,A0A0U3FV80,Op399
SACI_RS03550,SACI_RS03550,Saci_0743,594856,595146,+,hypothetical protein,No COG annotation,A0A0U3GVB9,Op400
SACI_RS03555,SACI_RS03555,Saci_0744,595153,596007,+,NAD(P)/FAD-dependent oxidoreductase,No COG annotation,A0A0U3HL99,Op400
SACI_RS03560,SACI_RS03560,Saci_0745,595967,596758,-,hypothetical protein,Carbohydrate transport and metabolism,A0A0U2VUZ8,Op401
SACI_RS03565,SACI_RS03565,Saci_0746,596755,597045,-,hypothetical protein,No COG annotation,A0A0U3FNE7,Op401
SACI_RS03570,hxlB,Saci_0747,597129,597806,+,6-phospho-3-hexuloisomerase,Cell wall/membrane/envelope biogenesis,UPI0002B26666,Op402
SACI_RS03575,SACI_RS03575,Saci_0748,597891,599684,+,ATP-binding protein,"Replication, recombination and repair",A0A0U3GTT0,Op403
SACI_RS03580,SACI_RS03580,Saci_0749,599664,600092,-,hypothetical protein,No COG annotation,A0A0U3H1Y2,Op404
SACI_RS03585,SACI_RS03585,Saci_0750,600153,601205,+,N-acetyl-gamma-glutamyl-phosphate reductase,Amino acid transport and metabolism,A0A0U3H228,Op405
SACI_RS03590,SACI_RS03590,Saci_0751,601207,601992,+,[LysW]-aminoadipate/[LysW]-glutamate kinase,Amino acid transport and metabolism,A0A0U3GN43,Op405
SACI_RS03595,SACI_RS03595,Saci_0752,601992,602414,+,Lrp/AsnC family transcriptional regulator,Transcription,A0A0U2W3R8,Op405
SACI_RS03600,SACI_RS03600,Saci_0753,602479,602649,+,sulfonate ABC transporter,Amino acid transport and metabolism,A0A0U3HDS3,Op406
SACI_RS03605,lysX,Saci_0754,602646,603503,+,lysine biosynthesis protein LysX,Coenzyme transport and metabolism,A0A0U2WZV0,Op406
SACI_RS03610,SACI_RS03610,Saci_0755,603500,604663,+,aspartate aminotransferase family protein,Amino acid transport and metabolism,A0A0U2Y804,Op406
SACI_RS03615,SACI_RS03615,Saci_0756,604611,605651,+,N-acetyl-lysine deacetylase,Amino acid transport and metabolism,A0A0U3F736,Op406
SACI_RS03620,uppS,Saci_0757,605636,606424,+,di-trans%2Cpoly-cis-decaprenylcistransferase,Coenzyme transport and metabolism,A0A0U3H9P1,Op406
SACI_RS03625,SACI_RS03625,Saci_0758,606457,606843,+,30S ribosomal protein S8e,"Translation, ribosomal structure and biogenesis",A0A0U3FV68,Op406
SACI_RS03630,SACI_RS03630,Saci_0759,606840,607118,+,hypothetical protein,"Translation, ribosomal structure and biogenesis",A0A0U2NER7,Op406
SACI_RS03640,SACI_RS03640,,607284,607526,-,hypothetical protein,No COG annotation,A0A0U3HL87,Op407
SACI_RS03645,SACI_RS03645,Saci_0761,607507,608436,-,NAD-dependent epimerase/dehydratase family protein,Cell wall/membrane/envelope biogenesis,A0A0U3GFP8,Op407
SACI_RS03655,SACI_RS03655,Saci_0763,608869,610491,-,thiamine pyrophosphate-binding protein,Amino acid transport and metabolism,A0A0U2VUW7,Op408
SACI_RS03665,SACI_RS03665,Saci_0765,610693,611253,+,nucleotidyltransferase,Function unknown,A0A0U3FNC6,Op409
SACI_RS03670,SACI_RS03670,Saci_0766,611250,611420,-,50S ribosomal protein L40e,"Translation, ribosomal structure and biogenesis",A0A0U3HCT7,Op410
SACI_RS03675,SACI_RS03675,Saci_0767,611490,611996,+,transcription elongation factor NusA,"Translation, ribosomal structure and biogenesis",A0A0U2WS94,Op411
SACI_RS03680,aspS,Saci_0768,612003,613289,+,aspartate--tRNA(Asn) ligase,"Translation, ribosomal structure and biogenesis",A0A0U2Y063,Op411
SACI_RS03685,truD,Saci_0769,613286,614407,-,tRNA pseudouridine(13) synthase TruD,"Translation, ribosomal structure and biogenesis",A0A0U3H1W4,Op412
SACI_RS03690,SACI_RS03690,Saci_0770,614404,614766,-,peptidyl-tRNA hydrolase,"Translation, ribosomal structure and biogenesis",A0A0U3GN27,Op412
SACI_RS11585,SACI_RS11585,Saci_0771,614806,615018,+,DUF1610 domain-containing protein,"Translation, ribosomal structure and biogenesis",UPI0000552399,Op413
SACI_RS03695,SACI_RS03695,Saci_0772,615029,615304,+,elongation factor 1-beta,"Translation, ribosomal structure and biogenesis",A0A0U3FYI1,Op413
SACI_RS03700,SACI_RS03700,Saci_0773,615408,617717,+,CDC48 family AAA ATPase,"Post-translational modification, protein turnover,and chaperones",UPI00064E4324,Op414
SACI_RS03705,SACI_RS03705,Saci_0774,617722,617946,+,hypothetical protein,No COG annotation,A0A0U2W3Q4,Op414
SACI_RS03710,SACI_RS03710,Saci_0775,617953,619008,+,flap endonuclease-1,"Replication, recombination and repair",UPI0009B5BDA5,Op414
SACI_RS03715,SACI_RS03715,Saci_0776,619060,619722,+,NAD-binding protein,Coenzyme transport and metabolism,A0A0U3FWP6,Op415
SACI_RS03720,SACI_RS03720,Saci_0777,619712,620956,+,glutamyl-tRNA reductase,Coenzyme transport and metabolism,A0A0U2WZT7,Op415
SACI_RS03725,hemB,Saci_0778,620910,621920,+,porphobilinogen synthase,Coenzyme transport and metabolism,A0A0U3FF42,Op415
SACI_RS03730,hemL,Saci_0779,621917,623179,+,glutamate-1-semialdehyde 2%2C1-aminomutase,Coenzyme transport and metabolism,UPI00005523A0,Op415
SACI_RS03735,hemC,Saci_0780,623176,624066,+,hydroxymethylbilane synthase,Coenzyme transport and metabolism,A0A0U3H9M5,Op415
SACI_RS03740,SACI_RS03740,Saci_0781,624041,624703,+,uroporphyrinogen-III synthase,Coenzyme transport and metabolism,A0A0U3GKS6,Op415
SACI_RS03745,SACI_RS03745,,624696,624962,+,hypothetical protein,No COG annotation,A0A0U3H2V5,Op415
SACI_RS03750,SACI_RS03750,Saci_0782,624965,626617,+,alkaline phosphatase family protein,Function unknown,A0A0U3HL68,Op415
SACI_RS03755,SACI_RS03755,,626583,627977,+,FAD-dependent oxidoreductase,Function unknown,,Op415
SACI_RS03760,SACI_RS03760,,627974,629082,+,FAD-binding oxidoreductase,Amino acid transport and metabolism,,Op415
SACI_RS03765,SACI_RS03765,Saci_0787,629075,630055,-,hypothetical protein,"Translation, ribosomal structure and biogenesis",A0A0U3FNA2,Op416
SACI_RS03770,SACI_RS03770,Saci_0788,630109,631905,-,ATP-dependent DNA ligase,"Replication, recombination and repair",A0A0U2WS79,Op417
SACI_RS03775,SACI_RS03775,Saci_0789,632052,632570,+,dCTP deaminase,Nucleotide transport and metabolism,A0A0U2Y048,Op418
SACI_RS03780,SACI_RS03780,Saci_0790,632560,633267,-,hypothetical protein,Function unknown,A0A0U3H2H7,Op419
SACI_RS03785,SACI_RS03785,Saci_0791,633321,634028,-,thioredoxin family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3H7C9,Op420
SACI_RS03790,SACI_RS03790,Saci_0792,634077,634760,-,TIGR00296 family protein,Function unknown,A0A0U3GN12,Op421
SACI_RS03795,SACI_RS03795,Saci_0793,634729,635196,-,Mut7-C RNAse domain-containing protein,Function unknown,A0A0U2W3N3,Op421
SACI_RS03800,SACI_RS03800,Saci_0794,635196,635447,-,hypothetical protein,No COG annotation,A0A0U3FWP1,Op421
SACI_RS03805,SACI_RS03805,Saci_0795,635498,637264,+,NFACT family protein,Transcription,A0A0U3GZK3,Op422
SACI_RS03810,SACI_RS03810,Saci_0796,637298,638158,+,hypothetical protein,Signal transduction mechanisms,A0A0U3HDN7,Op422
SACI_RS03815,SACI_RS03815,Saci_0797,638161,639978,+,DUF460 domain-containing protein,Function unknown,A0A0U3FF23,Op422
SACI_RS03820,SACI_RS03820,Saci_0798,639970,641181,-,methionine adenosyltransferase,Coenzyme transport and metabolism,A0A0U3H9R1,Op423
SACI_RS03825,SACI_RS03825,Saci_0799,641214,641477,-,ribonucleoprotein,Transcription,A0A0U3FHU0,Op423
SACI_RS03830,SACI_RS03830,Saci_0800,641612,641908,+,ArsR family transcriptional regulator,Transcription,A0A0U3GJR4,Op424
