Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1
SACI_RS09275	SACI_RS09275	1734967	1735197	hypothetical protein	SACI_RS09275	SACI_RS09275
SACI_RS09280	SACI_RS09280	1735255	1735434	hypothetical protein	SACI_RS11720 // SACI_RS09280	SACI_RS11720 // SACI_RS09280
SACI_RS11720	SACI_RS11720	1735450	1735659	sulfatase	SACI_RS11720 // SACI_RS09280	SACI_RS11720 // SACI_RS09280
SACI_RS05445	SACI_RS05445	952870	954063	hypothetical protein	SACI_RS05445 // SACI_RS05440	SACI_RS05445 // SACI_RS05440
SACI_RS01655	SACI_RS01655	288700	290034	NAD(P)/FAD-dependent oxidoreductase	SACI_RS01665 // SACI_RS01660 // SACI_RS01655 // SACI_RS01650	SACI_RS01665 // SACI_RS01660 // SACI_RS01655 // SACI_RS01650
SACI_RS03355	SACI_RS03355	563514	563615	tRNA-Thr	SACI_RS03360 // SACI_RS03355 // SACI_RS03350	SACI_RS03360 // SACI_RS03355 // SACI_RS03350
SACI_RS09285	SACI_RS09285	1735733	1736473	phosphoadenosine phosphosulfate reductase family protein	SACI_RS09285	SACI_RS09285
SACI_RS01660	SACI_RS01660	290021	290362	hypothetical protein	SACI_RS01665 // SACI_RS01660 // SACI_RS01655 // SACI_RS01650	SACI_RS01665 // SACI_RS01660 // SACI_RS01655 // SACI_RS01650
SACI_RS05450	SACI_RS05450	954542	955027	hypothetical protein	SACI_RS05450	SACI_RS05450
SACI_RS09290	SACI_RS09290	1737837	1738394	hypothetical protein	SACI_RS09290	SACI_RS09290
SACI_RS05455	SACI_RS05455	954960	955145	hypothetical protein	SACI_RS05460 // SACI_RS11845 // SACI_RS05455	SACI_RS05460 // SACI_RS11845 // SACI_RS05455
SACI_RS09295	SACI_RS09295	1738494	1738892	glycosyltransferase	SACI_RS09295	SACI_RS09295
SACI_RS00440	SACI_RS00440	71474	72148	HAD family phosphatase	ffs // SACI_RS00440 // SACI_RS00435 // SACI_RS00430 // SACI_RS00425	ffs // SACI_RS00440 // SACI_RS00435 // SACI_RS00430 // SACI_RS00425
SACI_RS01665	SACI_RS01665	290359	290910	glutaredoxin	SACI_RS01665 // SACI_RS01660 // SACI_RS01655 // SACI_RS01650	SACI_RS01665 // SACI_RS01660 // SACI_RS01655 // SACI_RS01650
SACI_RS09300	SACI_RS09300	1739123	1739647	hypothetical protein	SACI_RS09305 // SACI_RS09300	SACI_RS09305 // SACI_RS09300
SACI_RS05460	SACI_RS05460	955282	955806	xanthine dehydrogenase family protein molybdopterin-binding subunit	SACI_RS05460 // SACI_RS11845 // SACI_RS05455	SACI_RS05460 // SACI_RS11845 // SACI_RS05455
SACI_RS09305	SACI_RS09305	1739634	1739975	HEPN domain-containing protein	SACI_RS09305 // SACI_RS09300	SACI_RS09305 // SACI_RS09300
SACI_RS09310	SACI_RS09310	1740627	1741877	ATP-binding protein	SACI_RS09310	SACI_RS09310
SACI_RS05465	SACI_RS05465	956887	960714	S8 family serine peptidase	SACI_RS05470 // SACI_RS05465	SACI_RS05470 // SACI_RS05465
SACI_RS01670	SACI_RS01670	290876	291247	hypothetical protein	SACI_RS01690 // SACI_RS01685 // SACI_RS01680 // SACI_RS01675 // SACI_RS01670	SACI_RS01690 // SACI_RS01685 // SACI_RS01680 // SACI_RS01675 // SACI_RS01670
SACI_RS05470	SACI_RS05470	960722	962470	hypothetical protein	SACI_RS05470 // SACI_RS05465	SACI_RS05470 // SACI_RS05465
SACI_RS00455	SACI_RS00455	72941	74701	cytochrome c oxidase polypeptide I	SACI_RS00465 // SACI_RS00460 // SACI_RS00455	SACI_RS00465 // SACI_RS00460 // SACI_RS00455
SACI_RS11500	SACI_RS11500	1754145	1754933	hypothetical protein	SACI_RS11500	SACI_RS11500
SACI_RS01675	SACI_RS01675	291259	292092	peptidoglycan DD-metalloendopeptidase family protein	SACI_RS01690 // SACI_RS01685 // SACI_RS01680 // SACI_RS01675 // SACI_RS01670	SACI_RS01690 // SACI_RS01685 // SACI_RS01680 // SACI_RS01675 // SACI_RS01670
SACI_RS09320	SACI_RS09320	1743440	1743625	hypothetical protein	SACI_RS09320	SACI_RS09320
SACI_RS09325	SACI_RS09325	1743815	1744156	hypothetical protein	SACI_RS09325	SACI_RS09325
SACI_RS01680	SACI_RS01680	292093	293148	radical SAM protein	SACI_RS01690 // SACI_RS01685 // SACI_RS01680 // SACI_RS01675 // SACI_RS01670	SACI_RS01690 // SACI_RS01685 // SACI_RS01680 // SACI_RS01675 // SACI_RS01670
SACI_RS11725	SACI_RS11725	1744706	1744900	hypothetical protein	SACI_RS11725	SACI_RS11725
SACI_RS05475	SACI_RS05475	962554	964277	acyl--CoA ligase	SACI_RS05475	SACI_RS05475
SACI_RS09530	SACI_RS09530	1782228	1784474	MMPL family transporter	SACI_RS09530	SACI_RS09530
SACI_RS09330	SACI_RS09330	1745193	1746188	FAD-dependent oxidoreductase	SACI_RS09335 // SACI_RS09330	SACI_RS09335 // SACI_RS09330
SACI_RS00460	SACI_RS00460	74714	75799	hypothetical protein	SACI_RS00465 // SACI_RS00460 // SACI_RS00455	SACI_RS00465 // SACI_RS00460 // SACI_RS00455
SACI_RS05480	SACI_RS05480	964555	965004	hypothetical protein	SACI_RS05480	SACI_RS05480
SACI_RS09335	SACI_RS09335	1746190	1747839	pyruvate oxidase	SACI_RS09335 // SACI_RS09330	SACI_RS09335 // SACI_RS09330
SACI_RS01685	SACI_RS01685	293145	294050	radical SAM protein	SACI_RS01690 // SACI_RS01685 // SACI_RS01680 // SACI_RS01675 // SACI_RS01670	SACI_RS01690 // SACI_RS01685 // SACI_RS01680 // SACI_RS01675 // SACI_RS01670
SACI_RS05485	SACI_RS05485	965058	965243	hypothetical protein	SACI_RS05485	SACI_RS05485
SACI_RS01715	SACI_RS01715	297373	298470	lipoate--protein ligase family protein	SACI_RS01715 // SACI_RS01710 // SACI_RS01705	SACI_RS01715 // SACI_RS01710 // SACI_RS01705
SACI_RS09340	SACI_RS09340	1748008	1748289	hypothetical protein	SACI_RS09340	SACI_RS09340
SACI_RS05490	SACI_RS05490	965309	965854	NAD-dependent epimerase/dehydratase family protein	SACI_RS05490	SACI_RS05490
SACI_RS09345	SACI_RS09345	1748267	1748662	type II toxin-antitoxin system VapC family toxin	SACI_RS09345	SACI_RS09345
SACI_RS01690	SACI_RS01690	294047	295081	lipoate--protein ligase family protein	SACI_RS01690 // SACI_RS01685 // SACI_RS01680 // SACI_RS01675 // SACI_RS01670	SACI_RS01690 // SACI_RS01685 // SACI_RS01680 // SACI_RS01675 // SACI_RS01670
SACI_RS05495	SACI_RS05495	966098	966727	type 1 glutamine amidotransferase	SACI_RS05495	SACI_RS05495
SACI_RS09520	SACI_RS09520	1779782	1780024	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SACI_RS09520	SACI_RS09520
SACI_RS09350	SACI_RS09350	1748995	1750431	aldehyde dehydrogenase family protein	SACI_RS09350	SACI_RS09350
SACI_RS00465	SACI_RS00465	75808	75993	hypothetical protein	SACI_RS00465 // SACI_RS00460 // SACI_RS00455	SACI_RS00465 // SACI_RS00460 // SACI_RS00455
SACI_RS05500	SACI_RS05500	966891	967697	acetoacetate decarboxylase family protein	SACI_RS05500	SACI_RS05500
SACI_RS09355	SACI_RS09355	1750538	1751416	fumarylacetoacetate hydrolase	SACI_RS09355	SACI_RS09355
SACI_RS03445	SACI_RS03445	579685	579758	tRNA-Ala	SACI_RS03445	SACI_RS03445
SACI_RS09410	SACI_RS09410	1760591	1761829	MFS transporter	SACI_RS09410	SACI_RS09410
SACI_RS09360	SACI_RS09360	1751553	1752071	proline iminopeptidase-family hydrolase	tnpB // SACI_RS09360	tnpB // SACI_RS09360
SACI_RS09580	SACI_RS09580	1795579	1795983	type II toxin-antitoxin system VapC family toxin	SACI_RS09580 // SACI_RS09575	SACI_RS09580 // SACI_RS09575
SACI_RS05505	SACI_RS05505	967901	969586	hypothetical protein	SACI_RS05510 // SACI_RS05505	SACI_RS05510 // SACI_RS05505
SACI_RS01695	SACI_RS01695	295433	295783	hypothetical protein	SACI_RS01700 // SACI_RS01695	SACI_RS01700 // SACI_RS01695
SACI_RS09370	SACI_RS09370	1753532	1753918	alpha/beta fold hydrolase	SACI_RS09370	SACI_RS09370
SACI_RS00470	SACI_RS00470	76005	76736	TatD family hydrolase	SACI_RS00470	SACI_RS00470
SACI_RS05510	SACI_RS05510	969591	970697	hypothetical protein	SACI_RS05510 // SACI_RS05505	SACI_RS05510 // SACI_RS05505
SACI_RS09380	SACI_RS09380	1755149	1756606	sugar porter family MFS transporter	SACI_RS09380	SACI_RS09380
SACI_RS05735	SACI_RS05735	1024057	1025676	thermosome subunit	SACI_RS05735	SACI_RS05735
SACI_RS01700	SACI_RS01700	295803	296297	HAD family hydrolase	SACI_RS01700 // SACI_RS01695	SACI_RS01700 // SACI_RS01695
SACI_RS09385	SACI_RS09385	1756984	1757544	hypothetical protein	SACI_RS09385	SACI_RS09385
SACI_RS09390	SACI_RS09390	1757884	1758276	PIN domain-containing protein	SACI_RS09395 // SACI_RS09390	SACI_RS09395 // SACI_RS09390
SACI_RS00265	SACI_RS00265	44258	45793	phosphoenolpyruvate carboxylase	SACI_RS00270 // SACI_RS00265	SACI_RS00270 // SACI_RS00265
SACI_RS00475	SACI_RS00475	76782	76943	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SACI_RS11785 // SACI_RS00475	SACI_RS11785 // SACI_RS00475
SACI_RS05520	SACI_RS05520	971893	972582	hypothetical protein	SACI_RS05520 // SACI_RS05515	SACI_RS05520 // SACI_RS05515
SACI_RS09395	SACI_RS09395	1758283	1758555	hypothetical protein	SACI_RS09395 // SACI_RS09390	SACI_RS09395 // SACI_RS09390
SACI_RS09400	SACI_RS09400	1759516	1759740	hypothetical protein	SACI_RS09400	SACI_RS09400
SACI_RS05525	SACI_RS05525	972700	974583	alpha-glucosidase	SACI_RS05525	SACI_RS05525
SACI_RS01705	SACI_RS01705	296337	296777	glycine cleavage system protein H	SACI_RS01715 // SACI_RS01710 // SACI_RS01705	SACI_RS01715 // SACI_RS01710 // SACI_RS01705
SACI_RS09405	SACI_RS09405	1759822	1760028	hypothetical protein	SACI_RS11990 // SACI_RS09405	SACI_RS11990 // SACI_RS09405
SACI_RS11990	SACI_RS11990	1760019	1760123	type II toxin-antitoxin system VapC family toxin	SACI_RS11990 // SACI_RS09405	SACI_RS11990 // SACI_RS09405
SACI_RS11785	SACI_RS11785	76954	77094	DUF1836 domain-containing protein	SACI_RS11785 // SACI_RS00475	SACI_RS11785 // SACI_RS00475
SACI_RS05530	SACI_RS05530	974711	975760	HTH domain-containing protein	SACI_RS05530	SACI_RS05530
SACI_RS09415	SACI_RS09415	1762556	1763086	hypothetical protein	SACI_RS09415	SACI_RS09415
SACI_RS05535	SACI_RS05535	975799	978453	glycoside hydrolase	SACI_RS05535	SACI_RS05535
SACI_RS01710	SACI_RS01710	296924	297373	glycine cleavage system protein H	SACI_RS01715 // SACI_RS01710 // SACI_RS01705	SACI_RS01715 // SACI_RS01710 // SACI_RS01705
SACI_RS09420	SACI_RS09420	1763695	1764372	hypothetical protein	SACI_RS09420	SACI_RS09420
SACI_RS09430	SACI_RS09430	1765335	1765583	hypothetical protein	SACI_RS09435 // SACI_RS09430	SACI_RS09435 // SACI_RS09430
SACI_RS00480	SACI_RS00480	77181	77561	ArsR family transcriptional regulator	SACI_RS00480	SACI_RS00480
SACI_RS05540	SACI_RS05540	978540	979397	sugar ABC transporter permease	SACI_RS05550 // SACI_RS05545 // SACI_RS05540	SACI_RS05550 // SACI_RS05545 // SACI_RS05540
SACI_RS09435	SACI_RS09435	1765576	1765995	PIN domain-containing protein	SACI_RS09435 // SACI_RS09430	SACI_RS09435 // SACI_RS09430
rnpB	SACI_RS11505	585938	586244	RNase P RNA component	rnpB // SACI_RS03480 // SACI_RS03475	rnpB // SACI_RS03480 // SACI_RS03475
SACI_RS09440	SACI_RS09440	1766204	1766599	PIN domain-containing protein	SACI_RS09445 // SACI_RS09440	SACI_RS09445 // SACI_RS09440
SACI_RS05545	SACI_RS05545	979397	980281	sugar ABC transporter permease	SACI_RS05550 // SACI_RS05545 // SACI_RS05540	SACI_RS05550 // SACI_RS05545 // SACI_RS05540
SACI_RS09445	SACI_RS09445	1766583	1766810	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SACI_RS09445 // SACI_RS09440	SACI_RS09445 // SACI_RS09440
SACI_RS09555	SACI_RS09555	1790751	1790999	hypothetical protein	SACI_RS09555	SACI_RS09555
SACI_RS00485	SACI_RS00485	77583	78254	diphthine--ammonia ligase	SACI_RS00495 // SACI_RS00490 // SACI_RS00485	SACI_RS00495 // SACI_RS00490 // SACI_RS00485
SACI_RS05550	SACI_RS05550	980292	981734	sugar ABC transporter substrate-binding protein	SACI_RS05550 // SACI_RS05545 // SACI_RS05540	SACI_RS05550 // SACI_RS05545 // SACI_RS05540
SACI_RS01720	SACI_RS01720	298665	299114	hypothetical protein	SACI_RS01730 // SACI_RS01725 // SACI_RS01720	SACI_RS01730 // SACI_RS01725 // SACI_RS01720
SACI_RS09455	SACI_RS09455	1767340	1769043	MFS transporter	SACI_RS09455 // SACI_RS09450	SACI_RS09455 // SACI_RS09450
SACI_RS09460	SACI_RS09460	1769620	1770117	hypothetical protein	SACI_RS09475 // SACI_RS11995 // SACI_RS09465 // SACI_RS09460	SACI_RS09475 // SACI_RS11995 // SACI_RS09465 // SACI_RS09460
SACI_RS05555	SACI_RS05555	981962	983038	ABC transporter ATP-binding protein	SACI_RS05555	SACI_RS05555
SACI_RS01725	SACI_RS01725	299111	299536	OsmC family protein	SACI_RS01730 // SACI_RS01725 // SACI_RS01720	SACI_RS01730 // SACI_RS01725 // SACI_RS01720
SACI_RS09465	SACI_RS09465	1770138	1770809	hypothetical protein	SACI_RS09475 // SACI_RS11995 // SACI_RS09465 // SACI_RS09460	SACI_RS09475 // SACI_RS11995 // SACI_RS09465 // SACI_RS09460
SACI_RS11995	SACI_RS11995	1770815	1771582	hypothetical protein	SACI_RS09475 // SACI_RS11995 // SACI_RS09465 // SACI_RS09460	SACI_RS09475 // SACI_RS11995 // SACI_RS09465 // SACI_RS09460
SACI_RS00490	SACI_RS00490	78251	78718	hypothetical protein	SACI_RS00495 // SACI_RS00490 // SACI_RS00485	SACI_RS00495 // SACI_RS00490 // SACI_RS00485
SACI_RS09475	SACI_RS09475	1771579	1772433	ABC transporter ATP-binding protein	SACI_RS09475 // SACI_RS11995 // SACI_RS09465 // SACI_RS09460	SACI_RS09475 // SACI_RS11995 // SACI_RS09465 // SACI_RS09460
SACI_RS05560	SACI_RS05560	983366	983848	CBS domain-containing protein	SACI_RS05560	SACI_RS05560
SACI_RS01730	SACI_RS01730	299571	299894	hypothetical protein	SACI_RS01730 // SACI_RS01725 // SACI_RS01720	SACI_RS01730 // SACI_RS01725 // SACI_RS01720
SACI_RS09480	SACI_RS09480	1772405	1772992	hypothetical protein	SACI_RS09480	SACI_RS09480
SACI_RS09485	SACI_RS09485	1773315	1773644	Rieske (2Fe-2S) protein	SACI_RS09485	SACI_RS09485
SACI_RS06085	SACI_RS06085	1083596	1085860	peptide transporter	SACI_RS06085	SACI_RS06085
SACI_RS01735	SACI_RS01735	300074	300883	winged helix-turn-helix transcriptional regulator	SACI_RS01740 // SACI_RS01735	SACI_RS01740 // SACI_RS01735
SACI_RS05570	SACI_RS05570	984596	985579	FAD-dependent oxidoreductase	SACI_RS05570	SACI_RS05570
SACI_RS09490	SACI_RS09490	1773811	1774071	hypothetical protein	SACI_RS09490	SACI_RS09490
SACI_RS00495	SACI_RS00495	78712	79299	molybdenum cofactor guanylyltransferase	SACI_RS00495 // SACI_RS00490 // SACI_RS00485	SACI_RS00495 // SACI_RS00490 // SACI_RS00485
msrA	SACI_RS05575	985690	986256	peptide-methionine (S)-S-oxide reductase MsrA	msrA	SACI_RS05575
SACI_RS01740	SACI_RS01740	300888	301091	DUF1059 domain-containing protein	SACI_RS01740 // SACI_RS01735	SACI_RS01740 // SACI_RS01735
SACI_RS05580	SACI_RS05580	987096	987896	MarR family transcriptional regulator	SACI_RS05580	SACI_RS05580
SACI_RS09500	SACI_RS09500	1775246	1776781	AMP-binding protein	SACI_RS09515 // SACI_RS09510 // SACI_RS09505 // SACI_RS09500 // SACI_RS09495	SACI_RS09515 // SACI_RS09510 // SACI_RS09505 // SACI_RS09500 // SACI_RS09495
SACI_RS05585	SACI_RS05585	987941	989377	flagellar protein FlaJ	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585
SACI_RS01745	SACI_RS01745	301187	301546	DUF1059 domain-containing protein	SACI_RS01745	SACI_RS01745
tenA	SACI_RS05865	1046719	1047375	thiaminase II	tenA	SACI_RS05865
SACI_RS05590	SACI_RS05590	989361	990902	type II/IV secretion system ATPase subunit	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585
SACI_RS09510	SACI_RS09510	1777888	1779048	thiolase family protein	SACI_RS09515 // SACI_RS09510 // SACI_RS09505 // SACI_RS09500 // SACI_RS09495	SACI_RS09515 // SACI_RS09510 // SACI_RS09505 // SACI_RS09500 // SACI_RS09495
SACI_RS00500	SACI_RS00500	79274	80443	molybdopterin molybdotransferase MoeA	SACI_RS00500	SACI_RS00500
SACI_RS05595	SACI_RS05595	990906	991607	flagellar accessory protein FlaH	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585
SACI_RS01750	SACI_RS01750	301629	302027	hypothetical protein	SACI_RS01750	SACI_RS01750
SACI_RS09515	SACI_RS09515	1779041	1779385	hypothetical protein	SACI_RS09515 // SACI_RS09510 // SACI_RS09505 // SACI_RS09500 // SACI_RS09495	SACI_RS09515 // SACI_RS09510 // SACI_RS09505 // SACI_RS09500 // SACI_RS09495
SACI_RS03540	SACI_RS03540	594472	594546	tRNA-Val	SACI_RS03545 // SACI_RS03540	SACI_RS03545 // SACI_RS03540
SACI_RS05600	SACI_RS05600	991589	992083	flagellar protein F	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585
SACI_RS05605	SACI_RS05605	992085	992549	flagellar protein FlaG	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585
SACI_RS01755	SACI_RS01755	302192	303019	DUF929 domain-containing protein	SACI_RS01755	SACI_RS01755
SACI_RS12000	SACI_RS12000	1780130	1780285	hypothetical protein	SACI_RS12000	SACI_RS12000
SACI_RS05610	SACI_RS05610	992542	993294	hypothetical protein	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585	SACI_RS05610 // SACI_RS05605 // SACI_RS05600 // SACI_RS05595 // SACI_RS05590 // SACI_RS05585
SACI_RS09525	SACI_RS09525	1780729	1782069	APC family permease	SACI_RS09525	SACI_RS09525
mobB	SACI_RS00505	80463	80978	molybdopterin-guanine dinucleotide biosynthesis protein B	mobB	SACI_RS00505
SACI_RS05615	SACI_RS05615	993370	994284	flagellin	SACI_RS05615	SACI_RS05615
SACI_RS01760	SACI_RS01760	303121	304209	hypothetical protein	SACI_RS01760	SACI_RS01760
SACI_RS05665	SACI_RS05665	1007433	1008794	FAD-binding oxidoreductase	SACI_RS05665	SACI_RS05665
SACI_RS09610	SACI_RS09610	1800804	1801706	CRISPR-associated DxTHG motif protein	SACI_RS09610 // SACI_RS09605	SACI_RS09610 // SACI_RS09605
SACI_RS05620	SACI_RS05620	994427	994804	hypothetical protein	SACI_RS05620	SACI_RS05620
SACI_RS09535	SACI_RS09535	1784778	1785683	hypothetical protein	SACI_RS09535	SACI_RS09535
SACI_RS09545	SACI_RS09545	1788086	1788946	site-specific DNA-methyltransferase	SACI_RS09550 // SACI_RS09545	SACI_RS09550 // SACI_RS09545
SACI_RS05625	SACI_RS05625	994943	995752	MarR family transcriptional regulator	SACI_RS05625	SACI_RS05625
SACI_RS01765	SACI_RS01765	304321	305724	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A	SACI_RS01765	SACI_RS01765
SACI_RS05715	SACI_RS05715	1019088	1020341	NDP-sugar synthase	SACI_RS05715 // SACI_RS05710	SACI_RS05715 // SACI_RS05710
SACI_RS05630	SACI_RS05630	996058	997893	serine/threonine protein kinase	SACI_RS05630	SACI_RS05630
SACI_RS09540	SACI_RS09540	1787219	1787317	hypothetical protein	SACI_RS09540	SACI_RS09540
SACI_RS00510	SACI_RS00510	81151	81846	class I SAM-dependent methyltransferase	SACI_RS00510	SACI_RS00510
SACI_RS05635	SACI_RS05635	998087	999520	MFS transporter	SACI_RS05635	SACI_RS05635
SACI_RS01770	SACI_RS01770	305965	306162	DNA-binding protein	SACI_RS01770	SACI_RS01770
SACI_RS05640	SACI_RS05640	999934	1002837	hypothetical protein	SACI_RS05640	SACI_RS05640
SACI_RS09550	SACI_RS09550	1788954	1790069	hypothetical protein	SACI_RS09550 // SACI_RS09545	SACI_RS09550 // SACI_RS09545
SACI_RS11880	SACI_RS11880	1802184	1802258	PIN domain nuclease	SACI_RS11880 // SACI_RS11735	SACI_RS11880 // SACI_RS11735
acs	SACI_RS05645	1003003	1004967	acetate--CoA ligase	acs	SACI_RS05645
SACI_RS01775	SACI_RS01775	306262	308013	molybdopterin-dependent oxidoreductase	SACI_RS01775	SACI_RS01775
SACI_RS05650	SACI_RS05650	1005075	1006106	hypothetical protein	SACI_RS05655 // SACI_RS05650	SACI_RS05655 // SACI_RS05650
SACI_RS09560	SACI_RS09560	1791620	1792051	HEPN domain-containing protein	SACI_RS09560	SACI_RS09560
SACI_RS00515	SACI_RS00515	81827	82237	hypothetical protein	SACI_RS00515	SACI_RS00515
SACI_RS09565	SACI_RS09565	1792029	1792373	nucleotidyltransferase domain-containing protein	SACI_RS09565	SACI_RS09565
SACI_RS05655	SACI_RS05655	1006115	1006399	MarR family transcriptional regulator	SACI_RS05655 // SACI_RS05650	SACI_RS05655 // SACI_RS05650
SACI_RS01780	SACI_RS01780	308088	309284	cation:proton antiporter	SACI_RS01780	SACI_RS01780
SACI_RS09570	SACI_RS09570	1792832	1794064	helix-turn-helix domain-containing protein	SACI_RS09570	SACI_RS09570
SACI_RS05660	SACI_RS05660	1006396	1007331	nucleoside hydrolase	SACI_RS05660	SACI_RS05660
SACI_RS08650	SACI_RS08650	1573304	1574416	MFS transporter	SACI_RS08650	SACI_RS08650
SACI_RS01785	SACI_RS01785	309342	310304	hypothetical protein	SACI_RS01790 // SACI_RS01785	SACI_RS01790 // SACI_RS01785
SACI_RS05705	SACI_RS05705	1015233	1017029	hypothetical protein	SACI_RS05705 // SACI_RS05700 // SACI_RS05695	SACI_RS05705 // SACI_RS05700 // SACI_RS05695
SACI_RS09575	SACI_RS09575	1795356	1795592	hypothetical protein	SACI_RS09580 // SACI_RS09575	SACI_RS09580 // SACI_RS09575
SACI_RS05670	SACI_RS05670	1008791	1009651	FAD-binding oxidoreductase	SACI_RS05670	SACI_RS05670
SACI_RS00520	SACI_RS00520	82213	82614	hypothetical protein	SACI_RS00520	SACI_RS00520
purE	SACI_RS05675	1009743	1010216	5-(carboxyamino)imidazole ribonucleotide mutase	SACI_RS05685 // SACI_RS05680 // purE	SACI_RS05685 // SACI_RS05680 // purE
SACI_RS01790	SACI_RS01790	310301	311020	CoA-transferase	SACI_RS01790 // SACI_RS01785	SACI_RS01790 // SACI_RS01785
SACI_RS09585	SACI_RS09585	1796696	1797802	hypothetical protein	SACI_RS09585	SACI_RS09585
SACI_RS03635	SACI_RS03635	607121	607222	tRNA-Lys	SACI_RS03635	SACI_RS03635
SACI_RS05680	SACI_RS05680	1010188	1011282	5-(carboxyamino)imidazole ribonucleotide synthase	SACI_RS05685 // SACI_RS05680 // purE	SACI_RS05685 // SACI_RS05680 // purE
SACI_RS09590	SACI_RS09590	1798026	1798400	hypothetical protein	SACI_RS09590	SACI_RS09590
SACI_RS09595	SACI_RS09595	1799402	1799665	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SACI_RS09600 // SACI_RS09595	SACI_RS09600 // SACI_RS09595
SACI_RS05685	SACI_RS05685	1011279	1011623	HTH DNA-binding domain-containing protein	SACI_RS05685 // SACI_RS05680 // purE	SACI_RS05685 // SACI_RS05680 // purE
SACI_RS01795	SACI_RS01795	311021	311776	CoA transferase subunit A	SACI_RS01795	SACI_RS01795
SACI_RS05690	SACI_RS05690	1011620	1013611	protein kinase	SACI_RS05690	SACI_RS05690
SACI_RS09600	SACI_RS09600	1799655	1800041	type II toxin-antitoxin system VapC family toxin	SACI_RS09600 // SACI_RS09595	SACI_RS09600 // SACI_RS09595
SACI_RS00525	SACI_RS00525	82751	83005	hypothetical protein	SACI_RS00535 // SACI_RS00530 // SACI_RS00525	SACI_RS00535 // SACI_RS00530 // SACI_RS00525
SACI_RS01800	SACI_RS01800	311901	313418	5-oxoprolinase	SACI_RS01805 // SACI_RS01800	SACI_RS01805 // SACI_RS01800
SACI_RS09605	SACI_RS09605	1800311	1800781	hypothetical protein	SACI_RS09610 // SACI_RS09605	SACI_RS09610 // SACI_RS09605
SACI_RS05700	SACI_RS05700	1014391	1015209	CBS domain-containing protein	SACI_RS05705 // SACI_RS05700 // SACI_RS05695	SACI_RS05705 // SACI_RS05700 // SACI_RS05695
SACI_RS05920	SACI_RS05920	1056679	1057101	PaaI family thioesterase	SACI_RS05920 // SACI_RS05915	SACI_RS05920 // SACI_RS05915
SACI_RS01805	SACI_RS01805	313415	315337	hydantoinase/oxoprolinase family protein	SACI_RS01805 // SACI_RS01800	SACI_RS01805 // SACI_RS01800
SACI_RS05710	SACI_RS05710	1017238	1019091	glycoside hydrolase family 15 protein	SACI_RS05715 // SACI_RS05710	SACI_RS05715 // SACI_RS05710
SACI_RS11735	SACI_RS11735	1801913	1802144	DUF4145 domain-containing protein	SACI_RS11880 // SACI_RS11735	SACI_RS11880 // SACI_RS11735
SACI_RS00530	SACI_RS00530	83009	83653	metal-dependent transcriptional regulator	SACI_RS00535 // SACI_RS00530 // SACI_RS00525	SACI_RS00535 // SACI_RS00530 // SACI_RS00525
SACI_RS05790	SACI_RS05790	1034900	1036189	hypothetical protein	SACI_RS05790	SACI_RS05790
SACI_RS01810	SACI_RS01810	315526	316125	class I SAM-dependent methyltransferase	SACI_RS01810	SACI_RS01810
SACI_RS05720	SACI_RS05720	1020382	1021716	alpha-amylase	SACI_RS05730 // SACI_RS05725 // SACI_RS05720	SACI_RS05730 // SACI_RS05725 // SACI_RS05720
SACI_RS05725	SACI_RS05725	1021713	1023413	glycosyltransferase	SACI_RS05730 // SACI_RS05725 // SACI_RS05720	SACI_RS05730 // SACI_RS05725 // SACI_RS05720
SACI_RS01815	SACI_RS01815	316330	317448	MFS transporter	SACI_RS01815	SACI_RS01815
